,#,DATE,TRADING CODE,LTP*,HIGH,LOW,OPENP*,CLOSEP*,YCP,TRADE,VALUE (mn),VOLUME
0,1,2017-02-28,1JANATAMF,7,7,6.9,6.9,7,6.9,106,3.664,"528,510"
1,2,2017-02-27,1JANATAMF,6.9,7.1,6.9,7.1,6.9,7.1,182,4.136,"591,764"
2,3,2017-02-26,1JANATAMF,7,7.2,6.9,7,7.1,7,209,12.683,"1,816,303"
3,4,2017-02-23,1JANATAMF,7,7.1,7,7.1,7,7.1,146,6.218,"884,129"
4,5,2017-02-22,1JANATAMF,7,7.2,6.9,7,7.1,7,173,8.919,"1,259,760"
5,6,2017-02-20,1JANATAMF,7,7.1,6.9,7.1,7,7,290,12.947,"1,858,859"
6,7,2017-02-19,1JANATAMF,6.9,7.3,6.9,7.2,7,7.1,352,13.575,"1,927,607"
7,8,2017-02-16,1JANATAMF,7.2,7.3,7,7.2,7.1,7.2,240,13.477,"1,893,673"
8,9,2017-02-15,1JANATAMF,7.1,7.4,7.1,7.3,7.2,7.3,164,4.685,"645,258"
9,10,2017-02-14,1JANATAMF,7.2,7.4,7.1,7.1,7.3,7.2,144,4.324,"592,719"
10,11,2017-02-13,1JANATAMF,7.1,7.3,7.1,7.3,7.2,7.3,151,3.544,"492,915"
11,12,2017-02-12,1JANATAMF,7.3,7.5,7.2,7.3,7.3,7.3,144,2.884,"394,227"
12,13,2017-02-09,1JANATAMF,7.3,7.6,7.1,7.6,7.3,7.3,230,7.675,"1,053,399"
13,14,2017-02-08,1JANATAMF,7.3,7.3,6.8,6.8,7.3,6.7,291,14.095,"1,969,536"
14,15,2017-02-07,1JANATAMF,6.8,6.8,6.5,6.7,6.7,6.8,168,4.535,"679,348"
15,16,2017-02-06,1JANATAMF,6.8,7,6.6,6.8,6.8,6.7,186,7.634,"1,129,871"
16,17,2017-02-05,1JANATAMF,6.6,7.1,6.6,7.1,6.7,7.2,308,9.05,"1,337,091"
17,18,2017-02-02,1JANATAMF,7.2,7.4,7.1,7.4,7.2,7.5,277,6.384,"880,950"
18,19,2017-02-01,1JANATAMF,7.6,7.8,7.4,7.5,7.5,7.6,222,8.984,"1,178,109"
19,20,2017-02-28,1STPRIMFMF,11.9,12,11.7,12,11.7,11.9,122,3.908,"330,946"
20,21,2017-02-27,1STPRIMFMF,11.9,12.2,11.9,12,11.9,12.1,78,2.121,"176,865"
21,22,2017-02-26,1STPRIMFMF,12,12.3,12,12.1,12.1,12.1,106,2.829,"233,775"
22,23,2017-02-23,1STPRIMFMF,12.2,12.3,12,12.2,12.1,12.7,169,5.271,"435,911"
23,24,2017-02-22,1STPRIMFMF,0,0,0,0,12.7,12.7,0,0,0
24,25,2017-02-20,1STPRIMFMF,12.8,12.8,12.5,12.6,12.7,12.5,162,6.127,"485,660"
25,26,2017-02-19,1STPRIMFMF,12.6,12.7,12.5,12.6,12.5,12.5,125,4.205,"334,102"
26,27,2017-02-16,1STPRIMFMF,12.6,12.7,12.4,12.6,12.5,12.5,130,3.802,"304,582"
27,28,2017-02-15,1STPRIMFMF,12.6,12.8,12.5,12.5,12.5,12.5,140,5.422,"430,998"
28,29,2017-02-14,1STPRIMFMF,12.5,12.7,12.5,12.7,12.5,12.6,121,3.808,"302,851"
29,30,2017-02-13,1STPRIMFMF,12.7,12.8,12.5,12.7,12.6,12.6,137,4.256,"338,004"
30,31,2017-02-12,1STPRIMFMF,12.8,12.9,12.5,12.9,12.6,12.8,139,3.869,"306,708"
31,32,2017-02-09,1STPRIMFMF,12.8,13.2,12.4,13.2,12.8,13,203,6.539,"513,849"
