,#,DATE,TRADING CODE,LTP*,HIGH,LOW,OPENP*,CLOSEP*,YCP,TRADE,VALUE (mn),VOLUME
0,1,2013-08-29,1JANATAMF,5.8,5.9,5.7,5.9,5.7,5.8,72,1.1933,"208,000"
1,2,2013-08-27,1JANATAMF,5.8,5.9,5.8,5.9,5.8,5.9,58,1.4102,"242,500"
2,3,2013-08-26,1JANATAMF,5.9,6,5.8,5.9,5.9,5.9,67,1.4515,"246,000"
3,4,2013-08-25,1JANATAMF,5.9,6.1,5.9,6.1,5.9,5.9,124,1.0343,"173,000"
4,5,2013-08-22,1JANATAMF,5.9,6,5.7,5.7,5.9,5.7,89,1.6501,"282,000"
5,6,2013-08-21,1JANATAMF,5.8,5.9,5.7,5.9,5.7,5.8,72,2.3885,"415,500"
6,7,2013-08-20,1JANATAMF,5.8,6,5.8,5.8,5.8,5.8,69,1.1583,"196,500"
7,8,2013-08-19,1JANATAMF,5.9,5.9,5.7,5.8,5.8,5.8,84,1.5547,"268,000"
8,9,2013-08-18,1JANATAMF,5.9,5.9,5.6,5.7,5.8,5.7,117,2.1912,"385,000"
9,10,2013-08-14,1JANATAMF,5.8,5.9,5.5,5.5,5.7,5.9,169,2.7466,"477,500"
10,11,2013-08-13,1JANATAMF,5.9,6.1,5.9,6,5.9,6,117,1.4339,"240,000"
11,12,2013-08-12,1JANATAMF,6.1,6.1,6,6,6,6.2,47,0.4828,"80,000"
12,13,2013-08-05,1JANATAMF,6.3,6.3,6,6,6.2,6,49,0.6431,"104,000"
13,14,2013-08-04,1JANATAMF,6.1,6.2,5.8,6.1,6,6.2,70,1.2104,"200,000"
14,15,2013-08-01,1JANATAMF,6.2,6.3,6.1,6.2,6.2,6.2,83,0.7532,"122,000"
15,16,2013-08-29,1STBSRS,98.7,101,98.7,99,99.8,98.8,11,0.5988,"6,000"
16,17,2013-08-27,1STBSRS,96.3,105.5,96.3,105.5,98.8,104.1,38,1.9548,"19,500"
17,18,2013-08-26,1STBSRS,105.9,109.7,102.2,109.7,104.1,106.5,70,4.3599,"40,500"
18,19,2013-08-25,1STBSRS,103.3,110,103.3,108,106.5,106.5,37,2.8577,"26,500"
19,20,2013-08-22,1STBSRS,106,107.9,103.3,103.5,106.5,103.1,72,5.8659,"56,000"
20,21,2013-08-21,1STBSRS,102,104.4,101,101,103.1,103.4,57,3.2873,"32,000"
21,22,2013-08-20,1STBSRS,104.5,104.5,101.4,103.2,103.4,100.4,64,5.1508,"50,000"
22,23,2013-08-19,1STBSRS,102.4,102.4,99,100.3,100.4,101.4,46,2.7602,"27,500"
23,24,2013-08-18,1STBSRS,99.7,102.5,99,99,101.4,102,36,2.3144,"23,000"
24,25,2013-08-14,1STBSRS,101.5,104,101.5,102.3,102,104.2,19,2.5004,"24,500"
25,26,2013-08-13,1STBSRS,103.2,106,101,101,104.2,100,29,2.0713,"20,000"
26,27,2013-08-12,1STBSRS,101,101,99,99,100,97.8,9,0.5,"5,000"
27,28,2013-08-05,1STBSRS,97.2,100,94.2,94.2,97.8,100.3,17,0.9786,"10,000"
28,29,2013-08-04,1STBSRS,0,0,0,100.3,100.3,100.3,0,0,0
29,30,2013-08-01,1STBSRS,99,103,99,102,100.3,101.6,24,1.559,"15,500"
30,31,2013-08-29,1STICB,0,0,0,873.9,873.9,873.9,0,0,0
31,32,2013-08-27,1STICB,0,0,0,873.9,873.9,873.9,0,0,0
32,33,2013-08-26,1STICB,874,874,873.6,874,873.9,850,4,0.3058,350
33,34,2013-08-25,1STICB,850,850,850,850,850,850.6,1,0.0425,50
34,35,2013-08-22,1STICB,850,851,850,851,850.6,897,2,0.1276,150
35,36,2013-08-21,1STICB,897,897,897,897,897,858.9,1,0.0448,50
36,37,2013-08-20,1STICB,843.1,866,843.1,850,858.9,851.6,8,0.4724,550
37,38,2013-08-19,1STICB,855,855,850,850,851.6,838,4,0.2555,300
38,39,2013-08-18,1STICB,836,840,836,840,838,893.2,3,0.1676,200
39,40,2013-08-14,1STICB,0,0,0,893.2,893.2,893.2,0,0,0
40,41,2013-08-13,1STICB,900,900,886.5,886.5,893.2,886.5,2,0.0893,100
41,42,2013-08-12,1STICB,885,888,885,885,886.5,889.9,6,0.2659,300
42,43,2013-08-05,1STICB,880,893.4,880,893.4,889.9,897.8,6,0.2669,300
