,#,DATE,TRADING CODE,LTP*,HIGH,LOW,OPENP*,CLOSEP*,YCP,TRADE,VALUE (mn),VOLUME
0,1,2011-03-31,1JANATAMF,9,9,8.8,9,8.8,8.8,232,4.7541,"534,500"
1,2,2011-03-30,1JANATAMF,9,9.1,8.8,9,8.8,8.9,150,3.9205,"440,000"
2,3,2011-03-29,1JANATAMF,9,9.3,8.9,9.2,8.9,9,196,4.3201,"474,500"
3,4,2011-03-28,1JANATAMF,9.1,9.2,8.9,8.9,9,8.9,296,6.0996,"673,500"
4,5,2011-03-27,1JANATAMF,8.9,9.1,8.8,8.9,8.9,8.9,267,6.1295,"687,000"
5,6,2011-03-24,1JANATAMF,8.9,9.1,8.8,9.1,8.9,8.9,282,10.4237,"1,162,500"
6,7,2011-03-23,1JANATAMF,8.9,9.3,8.9,9.1,8.9,9.1,389,10.1005,"1,116,000"
7,8,2011-03-22,1JANATAMF,9.1,9.5,9.1,9.4,9.1,9.1,221,5.2539,"571,000"
8,9,2011-03-21,1JANATAMF,9.2,9.5,9.1,9.5,9.1,9.2,315,7.399,"797,000"
9,10,2011-03-20,1JANATAMF,9.3,9.6,9.2,9.6,9.2,9.3,390,10.1659,"1,089,500"
10,11,2011-03-16,1JANATAMF,9.4,9.6,9.3,9.5,9.3,9.5,434,9.4931,"1,011,500"
11,12,2011-03-15,1JANATAMF,9.5,10,9.4,10,9.5,9.7,326,9.6775,"1,005,500"
12,13,2011-03-14,1JANATAMF,9.9,9.9,9.3,9.5,9.7,9.4,267,7.7438,"801,500"
13,14,2011-03-13,1JANATAMF,9.4,10.1,9.4,9.9,9.4,10.1,476,11.3609,"1,174,500"
14,15,2011-03-10,1JANATAMF,10.1,10.3,9.5,9.5,10.1,9.9,834,19.7895,"1,969,000"
15,16,2011-03-09,1JANATAMF,9.9,10,9.4,9.4,9.9,9.6,685,19.6223,"2,002,500"
16,17,2011-03-08,1JANATAMF,9.6,9.8,9.2,9.2,9.6,9.3,720,15.1864,"1,576,500"
17,18,2011-03-07,1JANATAMF,9.3,9.6,9.1,9.4,9.3,9.1,483,11.1726,"1,195,500"
18,19,2011-03-06,1JANATAMF,9.3,9.4,8.8,9.3,9.1,9,386,5.5369,"602,500"
19,20,2011-03-03,1JANATAMF,9.2,9.3,8.6,8.8,9,8.8,276,6.7822,"750,500"
20,21,2011-03-02,1JANATAMF,8.9,9.8,8.8,9.8,8.8,9.3,375,12.803,"1,418,000"
21,22,2011-03-01,1JANATAMF,9.3,9.3,9,9,9.3,8.5,302,7.7781,"840,000"
22,23,2011-03-31,1STBSRS,"1,430","1,440","1,382","1,390","1,424","1,375.75",124,9.5376,"6,800"
23,24,2011-03-30,1STBSRS,"1,370.75","1,400","1,370.75","1,400","1,375.75","1,392.25",5,0.4815,350
24,25,2011-03-29,1STBSRS,"1,399.75","1,410","1,370","1,406.5","1,392.25","1,424.25",22,2.7165,"1,950"
25,26,2011-03-28,1STBSRS,"1,370","1,447","1,346","1,348","1,424.25","1,405",42,3.6377,"2,600"
26,27,2011-03-27,1STBSRS,"1,367","1,420","1,367","1,420","1,405","1,372.75",7,0.4917,350
27,28,2011-03-24,1STBSRS,"1,372","1,447","1,371","1,447","1,372.75","1,370",27,2.0001,"1,450"
28,29,2011-03-23,1STBSRS,"1,364","1,420","1,362","1,420","1,370","1,419.25",14,1.0275,750
29,30,2011-03-22,1STBSRS,"1,415.5","1,450","1,415","1,416","1,419.25","1,438.75",7,0.6387,450
30,31,2011-03-21,1STBSRS,"1,435.25","1,479","1,435","1,457.75","1,438.75","1,440",46,4.2885,"2,950"
31,32,2011-03-20,1STBSRS,"1,462","1,480","1,420","1,429","1,440","1,419",96,8.3901,"5,800"
32,33,2011-03-16,1STBSRS,"1,419","1,419","1,419","1,419","1,419","1,385.25",1,0.0709,50
33,34,2011-03-15,1STBSRS,"1,440","1,440","1,356","1,395","1,385.25","1,446.25",17,1.8009,"1,300"
34,35,2011-03-14,1STBSRS,"1,478","1,478","1,362","1,362","1,446.25","1,394",51,6.6445,"4,650"
35,36,2011-03-13,1STBSRS,"1,386","1,480","1,385","1,475","1,394","1,475",37,4.2719,"3,050"
36,37,2011-03-10,1STBSRS,"1,475","1,475","1,342","1,470","1,475","1,388.5",78,9.5004,"6,500"
37,38,2011-03-09,1STBSRS,"1,396.75","1,396.75","1,321","1,330","1,388.5","1,314.75",42,3.4178,"2,500"
38,39,2011-03-08,1STBSRS,"1,316","1,316.5","1,299","1,299","1,314.75","1,239.25",37,3.2839,"2,500"
39,40,2011-03-07,1STBSRS,"1,248.5","1,248.5","1,195","1,195","1,239.25","1,175.5",10,0.9294,750
40,41,2011-03-06,1STBSRS,"1,199","1,199","1,145","1,153","1,175.5","1,188",10,0.7053,600
41,42,2011-03-03,1STBSRS,"1,185","1,205","1,150","1,205","1,188","1,206.25",41,2.5828,"2,200"
42,43,2011-03-02,1STBSRS,"1,176","1,241","1,176","1,241","1,206.25","1,236",8,0.5428,450
43,44,2011-03-01,1STBSRS,"1,241","1,241","1,201","1,201","1,236","1,168.5",8,0.4944,400
44,45,2011-03-31,1STICB,"10,550","10,550","10,399","10,399","10,479.5","10,270.75",16,1.0479,100
45,46,2011-03-30,1STICB,"10,400","10,446","10,050","10,100","10,270.75","10,146.5",14,0.8216,80
46,47,2011-03-29,1STICB,"10,180","10,184","9,880","9,880","10,146.5","9,884.75",76,5.6569,565
47,48,2011-03-28,1STICB,"9,900","9,900","9,600","9,600","9,884.75","9,600",39,2.2189,225
48,49,2011-03-27,1STICB,"9,600","9,600","9,600","9,600","9,600","9,449",1,0.096,10
49,50,2011-03-24,1STICB,0,0,0,"9,449","9,449","9,449",0,0,0
50,51,2011-03-23,1STICB,"9,449","9,449","9,449","9,449","9,449","9,409.5",1,0.0472,5
51,52,2011-03-22,1STICB,"9,500","9,500","9,375","9,375","9,409.5","9,375",4,0.2352,25
52,53,2011-03-21,1STICB,"9,350","9,400","9,350","9,400","9,375","9,400",2,0.0937,10
