,#,DATE,TRADING CODE,LTP*,HIGH,LOW,OPENP*,CLOSEP*,YCP,TRADE,VALUE (mn),VOLUME
0,1,2009-01-29,1STBSRS,779.5,792,767,790,772.5,790.75,40,1.7514,"2,250"
1,2,2009-01-28,1STBSRS,777,800,765.25,768,790.75,776.25,48,2.396,"3,050"
2,3,2009-01-27,1STBSRS,779,797.75,762.75,797.75,776.25,798.75,32,1.4037,"1,800"
3,4,2009-01-26,1STBSRS,795,810,786,789,798.75,781.25,52,2.5085,"3,150"
4,5,2009-01-25,1STBSRS,784,790,767,776,781.25,769.25,42,2.0274,"2,600"
5,6,2009-01-22,1STBSRS,779,780,764,780,769.25,772.5,38,1.7705,"2,300"
6,7,2009-01-21,1STBSRS,774,792,768,792,772.5,782.75,31,1.3928,"1,800"
7,8,2009-01-20,1STBSRS,782,799,775,798.5,782.75,760.25,30,1.3363,"1,700"
8,9,2009-01-19,1STBSRS,756.5,789.75,755,775.25,760.25,776.25,50,2.185,"2,850"
9,10,2009-01-18,1STBSRS,772.25,819.5,770.5,797.75,776.25,808.5,50,2.1946,"2,800"
10,11,2009-01-15,1STBSRS,810,840,803.75,838,808.5,844.25,57,3.0749,"3,750"
11,12,2009-01-14,1STBSRS,838,870,838,853,844.25,833.75,71,3.8561,"4,500"
12,13,2009-01-13,1STBSRS,836,858,831,835,833.75,840.25,74,3.8395,"4,550"
13,14,2009-01-12,1STBSRS,840,865,834,865,840.25,846.25,53,2.6326,"3,100"
14,15,2009-01-11,1STBSRS,845,878,840,859,846.25,839.5,55,3.1525,"3,700"
15,16,2009-01-07,1STBSRS,836,870,836,870,839.5,843.5,49,3.3371,"3,950"
16,17,2009-01-06,1STBSRS,857,896,833,850,843.5,860.5,51,2.2665,"2,650"
17,18,2009-01-05,1STBSRS,851,926,851,926,860.5,930.25,129,7.9761,"9,000"
18,19,2009-01-04,1STBSRS,939,940,889.75,889.75,930.25,875,147,8.5494,"9,250"
19,20,2009-01-01,1STBSRS,866,890,830,847.5,875,826.25,136,7.1126,"8,200"
20,21,2009-01-29,1STICB,"5,032","5,050","5,032","5,050","5,045.5","5,100",2,0.1009,20
21,22,2009-01-28,1STICB,"5,100","5,100","5,100","5,100","5,100","5,199",1,0.0255,5
22,23,2009-01-27,1STICB,"5,199","5,199","5,199","5,199","5,199","5,200",2,0.0519,10
23,24,2009-01-26,1STICB,"5,200","5,200","5,200","5,200","5,200","5,100",2,0.078,15
24,25,2009-01-25,1STICB,"5,100","5,100","5,100","5,100","5,100","5,100",2,0.051,10
25,26,2009-01-22,1STICB,0,0,0,"5,100","5,100","5,100",0,0,0
26,27,2009-01-21,1STICB,"5,100","5,100","5,100","5,100","5,100","5,111.5",5,0.255,50
27,28,2009-01-20,1STICB,"5,240","5,240","5,000","5,001","5,111.5","5,030",6,0.1789,35
28,29,2009-01-19,1STICB,"5,010","5,100","5,000","5,000","5,030","5,005",3,0.1006,20
29,30,2009-01-18,1STICB,"5,010","5,010","5,000","5,000","5,005","5,050",2,0.05,10
30,31,2009-01-15,1STICB,"5,050","5,050","5,050","5,050","5,050","5,060.25",1,0.0252,5
31,32,2009-01-14,1STICB,"5,021","5,082","5,021","5,082","5,060.25","5,103.25",6,0.2024,40
32,33,2009-01-13,1STICB,"5,100","5,105","5,100","5,105","5,103.25","5,262.75",3,0.0765,15
33,34,2009-01-12,1STICB,"5,290","5,350","5,200","5,200","5,262.75","5,055",9,0.342,65
34,35,2009-01-11,1STICB,"5,050","5,060","5,050","5,060","5,055","5,233.75",2,0.0505,10
35,36,2009-01-07,1STICB,"5,235","5,235","5,230","5,230","5,233.75","5,200",5,0.2355,45
36,37,2009-01-06,1STICB,"5,100","5,250","5,100","5,249","5,200","5,205.5",6,0.234,45
37,38,2009-01-05,1STICB,"5,212","5,212","5,200","5,200","5,205.5","5,225",4,0.1041,20
38,39,2009-01-04,1STICB,"5,300","5,300","5,200","5,200","5,225","5,000",4,0.1045,20
39,40,2009-01-01,1STICB,0,0,0,"5,000","5,000","5,000",0,0,0
40,41,2009-01-29,2NDICB,"1,730","1,732","1,730","1,732","1,731","1,776",3,0.0346,20
41,42,2009-01-28,2NDICB,"1,760","1,780","1,760","1,780","1,776","1,825",2,0.0444,25
42,43,2009-01-27,2NDICB,"1,825","1,825","1,825","1,825","1,825","1,814.25",1,0.0182,10
43,44,2009-01-26,2NDICB,"1,782","1,819","1,782","1,819","1,814.25","1,781.5",6,0.0725,40
44,45,2009-01-25,2NDICB,"1,781","1,782","1,781","1,782","1,781.5","1,780.25",2,0.0267,15
45,46,2009-01-22,2NDICB,"1,751","1,800","1,751","1,800","1,780.25","1,800",5,0.0801,45
46,47,2009-01-21,2NDICB,"1,800","1,800","1,800","1,800","1,800","1,783.25",1,0.018,10
47,48,2009-01-20,2NDICB,"1,773","1,792","1,773","1,792","1,783.25","1,800",7,0.098,55
48,49,2009-01-19,2NDICB,0,0,0,"1,800","1,800","1,800",0,0,0
49,50,2009-01-18,2NDICB,"1,800","1,800","1,800","1,800","1,800","1,797",6,0.117,65
50,51,2009-01-15,2NDICB,"1,800","1,800","1,790","1,793.25","1,797","1,850",5,0.0988,55
51,52,2009-01-14,2NDICB,"1,850","1,850","1,850","1,850","1,850","1,819.75",1,0.0092,5
52,53,2009-01-13,2NDICB,"1,900","1,900","1,800","1,800","1,819.75","1,860",10,0.1364,75
53,54,2009-01-12,2NDICB,0,0,0,"1,860","1,860","1,860",0,0,0
54,55,2009-01-11,2NDICB,"1,860","1,860","1,860","1,860","1,860","1,981",1,0.0093,5
55,56,2009-01-07,2NDICB,0,0,0,"1,981","1,981","1,981",0,0,0
56,57,2009-01-06,2NDICB,"1,940","2,000","1,940","1,960","1,981","1,988.25",9,0.1882,95
57,58,2009-01-05,2NDICB,"1,980","1,991","1,980","1,990","1,988.25","2,024",4,0.1093,55
58,59,2009-01-04,2NDICB,"2,040","2,050","2,000","2,000","2,024","2,035",11,0.3643,180
59,60,2009-01-01,2NDICB,"2,000","2,140","2,000","2,140","2,035","2,000",3,0.0407,20
60,61,2009-01-29,3RDICB,0,0,0,"1,053","1,053","1,053",0,0,0
61,62,2009-01-28,3RDICB,"1,053","1,053","1,053","1,053","1,053","1,100",1,0.0052,5
62,63,2009-01-27,3RDICB,"1,100","1,100","1,100","1,100","1,100","1,045.25",1,0.011,10
63,64,2009-01-26,3RDICB,0,0,0,"1,045.25","1,045.25","1,045.25",0,0,0
64,65,2009-01-25,3RDICB,0,0,0,"1,045.25","1,045.25","1,045.25",0,0,0
65,66,2009-01-22,3RDICB,"1,051","1,051","1,041","1,041","1,045.25","1,057",2,0.047,45
66,67,2009-01-21,3RDICB,"1,057","1,057","1,057","1,057","1,057","1,051.25",1,0.0211,20
67,68,2009-01-20,3RDICB,"1,070","1,070","1,042","1,042","1,051.25","1,100",3,0.0157,15
68,69,2009-01-19,3RDICB,0,0,0,"1,100","1,100","1,100",0,0,0
69,70,2009-01-18,3RDICB,"1,100","1,100","1,100","1,100","1,100","1,135",17,0.231,210
70,71,2009-01-15,3RDICB,"1,135","1,135","1,135","1,135","1,135","1,100",2,0.0113,10
71,72,2009-01-14,3RDICB,"1,100","1,100","1,100","1,100","1,100","1,113.5",1,0.0055,5
72,73,2009-01-13,3RDICB,"1,096","1,120","1,096","1,118","1,113.5","1,089.5",6,0.0445,40
73,74,2009-01-12,3RDICB,"1,095","1,100","1,080","1,100","1,089.5","1,079.5",4,0.0544,50
74,75,2009-01-11,3RDICB,0,0,0,"1,079.5","1,079.5","1,079.5",0,0,0
75,76,2009-01-07,3RDICB,"1,080","1,080","1,079","1,079","1,079.5","1,083.5",2,0.0107,10
76,77,2009-01-06,3RDICB,"1,077","1,145","1,070","1,070","1,083.5","1,071",7,0.065,60
77,78,2009-01-05,3RDICB,"1,086","1,086","1,050","1,050","1,071","1,115.75",7,0.0535,50
78,79,2009-01-04,3RDICB,"1,160","1,160","1,048","1,048","1,115.75","1,040.25",20,0.1841,165
79,80,2009-01-01,3RDICB,"1,030","1,048","1,030","1,045","1,040.25","1,032.5",19,0.1976,190
80,81,2009-01-29,4THICB,0,0,0,"1,014.75","1,014.75","1,014.75",0,0,0
81,82,2009-01-28,4THICB,"1,015","1,016","1,013","1,015","1,014.75","1,009",5,0.0913,90
82,83,2009-01-27,4THICB,"1,010","1,010","1,003","1,003","1,009","1,015.25",3,0.0706,70
83,84,2009-01-26,4THICB,"1,020","1,020","1,012.5","1,015","1,015.25","1,031.5",12,0.203,200
84,85,2009-01-25,4THICB,"1,010","1,040","1,010","1,040","1,031.5","1,047",6,0.0619,60
85,86,2009-01-22,4THICB,0,0,0,"1,047","1,047","1,047",0,0,0
86,87,2009-01-21,4THICB,"1,047","1,047","1,047","1,047","1,047","1,069.25",1,0.0314,30
87,88,2009-01-20,4THICB,"1,069","1,070","1,069","1,070","1,069.25","1,052.5",3,0.032,30
88,89,2009-01-19,4THICB,"1,050","1,055","1,050","1,055","1,052.5","1,056",2,0.021,20
89,90,2009-01-18,4THICB,"1,050.25","1,110","1,050.25","1,110","1,056","1,067.75",6,0.1161,110
90,91,2009-01-15,4THICB,"1,060","1,070","1,060","1,070","1,067.75","1,090.75",3,0.0854,80
91,92,2009-01-14,4THICB,"1,070","1,100","1,070","1,100","1,090.75","1,076.5",19,0.2508,230
92,93,2009-01-13,4THICB,"1,070","1,080","1,070","1,080","1,076.5","1,100",3,0.0646,60
93,94,2009-01-12,4THICB,"1,100","1,100","1,100","1,100","1,100","1,065.75",1,0.022,20
94,95,2009-01-11,4THICB,0,0,0,"1,065.75","1,065.75","1,065.75",0,0,0
95,96,2009-01-07,4THICB,"1,070","1,075","1,055","1,055","1,065.75","1,057.75",5,0.0746,70
96,97,2009-01-06,4THICB,"1,112","1,112","1,050","1,055.25","1,057.75","1,115",19,0.3702,350
97,98,2009-01-05,4THICB,"1,115","1,115","1,115","1,115","1,115","1,095.5",3,0.0557,50
98,99,2009-01-04,4THICB,"1,119","1,119","1,059","1,059","1,095.5","1,024",14,0.1862,170
99,100,2009-01-01,4THICB,"1,039.75","1,039.75","1,002","1,003","1,024","1,007.75",4,0.0512,50
100,101,2009-01-29,5THICB,0,0,0,"1,060","1,060","1,060",0,0,0
101,102,2009-01-28,5THICB,"1,060","1,060","1,060","1,060","1,060","1,010",1,0.0318,30
102,103,2009-01-27,5THICB,0,0,0,"1,010","1,010","1,010",0,0,0
103,104,2009-01-26,5THICB,"1,010","1,010","1,010","1,010","1,010","1,001.5",2,0.0202,20
104,105,2009-01-25,5THICB,"1,006","1,006",999,"1,005","1,001.5","1,039.25",5,0.0601,60
105,106,2009-01-22,5THICB,"1,035","1,043.75","1,035","1,043.75","1,039.25","1,012.5",3,0.0415,40
106,107,2009-01-21,5THICB,"1,010.25","1,020","1,000","1,000","1,012.5","1,047.5",3,0.0405,40
107,108,2009-01-20,5THICB,"1,048","1,048","1,047","1,047","1,047.5",975.25,2,0.0209,20
