,#,DATE,TRADING CODE,LTP*,HIGH,LOW,OPENP*,CLOSEP*,YCP,TRADE,VALUE (mn),VOLUME
0,1,2010-11-30,1JANATAMF,10.1,10.5,10.1,10.2,10.1,10.4,702,6.9818,"682,500"
1,2,2010-11-29,1JANATAMF,10.5,10.9,10.4,10.4,10.4,10.7,"1,296",14.6947,"1,382,500"
2,3,2010-11-28,1JANATAMF,10.7,11.1,10.5,10.6,10.7,10.3,"1,887",23.1802,"2,163,000"
3,4,2010-11-25,1JANATAMF,10.4,10.5,9.9,10,10.3,10,"1,225",14.5652,"1,424,000"
4,5,2010-11-24,1JANATAMF,9.9,10.1,9.9,9.9,10,9.9,690,6.5421,"654,500"
5,6,2010-11-23,1JANATAMF,10,10.1,9.9,10,9.9,10,720,7.9447,"795,000"
6,7,2010-11-22,1JANATAMF,10.1,10.2,9.9,10,10,10.1,802,10.3279,"1,030,500"
7,8,2010-11-21,1JANATAMF,10.2,10.2,9.9,10,10.1,10.1,553,6.69,"661,500"
8,9,2010-11-15,1JANATAMF,10.1,10.2,10,10,10.1,10.1,493,6.916,"684,000"
9,10,2010-11-14,1JANATAMF,10.2,10.3,10,10.3,10.1,10.1,412,5.0216,"498,500"
10,11,2010-11-11,1JANATAMF,10.2,10.3,10,10.1,10.1,10.1,467,4.6853,"463,000"
11,12,2010-11-10,1JANATAMF,10.2,10.4,10.1,10.1,10.1,10.1,549,7.1869,"709,000"
12,13,2010-11-09,1JANATAMF,10.1,10.5,10,10.3,10.1,10.3,786,9.2489,"901,500"
13,14,2010-11-08,1JANATAMF,10.4,10.6,10.3,10.4,10.3,10.5,568,7.0133,"675,000"
14,15,2010-11-07,1JANATAMF,10.5,11.1,10.4,11,10.5,10.9,637,6.8299,"641,000"
15,16,2010-11-04,1JANATAMF,10.9,12,10.6,10.6,10.9,10.3,"1,462",16.8908,"1,538,500"
16,17,2010-11-03,1JANATAMF,10.3,10.5,10.3,10.4,10.3,10.4,721,8.3907,"809,500"
17,18,2010-11-02,1JANATAMF,10.5,10.7,10.3,10.7,10.4,10.5,832,8.2461,"788,500"
18,19,2010-11-01,1JANATAMF,10.5,10.8,10.4,10.6,10.5,10.5,927,8.4095,"794,000"
19,20,2010-11-01,1JANATAMF,10.5,10.8,10.4,10.6,10.5,10.5,927,8.4095,"794,000"
20,21,2010-11-30,1STBSRS,"1,852","1,930","1,850","1,921","1,855.75","1,898.75",155,20.8828,"11,050"
21,22,2010-11-29,1STBSRS,"1,900","1,945","1,890","1,925","1,898.75","1,914.75",203,31.0733,"16,200"
22,23,2010-11-28,1STBSRS,"1,928","1,940","1,870","1,939","1,914.75","1,923.25",229,28.9362,"15,150"
23,24,2010-11-25,1STBSRS,"1,917","1,947","1,812.5","1,827","1,923.25","1,798",258,32.3414,"17,200"
24,25,2010-11-24,1STBSRS,"1,797","1,838","1,792","1,838","1,798","1,814.25",112,15.3994,"8,550"
25,26,2010-11-23,1STBSRS,"1,801","1,849","1,799","1,799","1,814.25","1,749.25",299,34.378,"18,950"
26,27,2010-11-22,1STBSRS,"1,751","1,760","1,712","1,758","1,749.25","1,765.75",40,5.2184,"3,000"
27,28,2010-11-21,1STBSRS,"1,765","1,790","1,742","1,790","1,765.75","1,778",100,12.6599,"7,150"
28,29,2010-11-15,1STBSRS,"1,765","1,839","1,760","1,834","1,778","1,803",81,12.3994,"6,950"
29,30,2010-11-14,1STBSRS,"1,812","1,818","1,683","1,700","1,803","1,690.75",132,18.9567,"11,000"
30,31,2010-11-11,1STBSRS,"1,680","1,745","1,680","1,734","1,690.75","1,760.75",194,30.8097,"18,100"
31,32,2010-11-10,1STBSRS,"1,755","1,808","1,755","1,780","1,760.75","1,785",45,6.8202,"3,850"
32,33,2010-11-09,1STBSRS,"1,770","1,837","1,770","1,800","1,785","1,805",79,13.0541,"7,250"
33,34,2010-11-08,1STBSRS,"1,823","1,823","1,800","1,800","1,805","1,822.25",28,3.5201,"1,950"
34,35,2010-11-07,1STBSRS,"1,809","1,938","1,805","1,938","1,822.25","1,906.75",154,24.954,"13,350"
35,36,2010-11-04,1STBSRS,"1,882.25","1,965","1,849","1,849","1,906.75","1,767.25",379,84.2463,"43,950"
36,37,2010-11-03,1STBSRS,"1,761","1,800","1,753","1,771","1,767.25","1,778.25",51,5.5914,"3,150"
37,38,2010-11-02,1STBSRS,"1,772","1,830","1,771","1,830","1,778.25","1,802",64,9.103,"5,100"
38,39,2010-11-01,1STBSRS,"1,795","1,850","1,795","1,849","1,802","1,812.5",230,34.1742,"18,800"
39,40,2010-11-01,1STBSRS,"1,795","1,850","1,795","1,849","1,802","1,812.5",230,34.1742,"18,800"
40,41,2010-11-30,1STICB,"9,795","9,800","9,590","9,699.75","9,744.5","9,687.25",46,4.0226,415
41,42,2010-11-29,1STICB,"9,700","9,744","9,580","9,744","9,687.25","9,700",13,1.2109,125
42,43,2010-11-28,1STICB,"9,700","9,700","9,700","9,700","9,700","9,605",1,0.0485,5
43,44,2010-11-25,1STICB,"9,300","9,750","9,250","9,450","9,605","9,474",91,5.9841,620
44,45,2010-11-24,1STICB,"9,474","9,474","9,474","9,474","9,474","9,093.75",1,0.1894,20
45,46,2010-11-23,1STICB,"9,060","9,400","9,060","9,100","9,093.75","9,100",24,2.0009,220
46,47,2010-11-22,1STICB,"9,100","9,100","9,100","9,100","9,100","9,221.75",1,1.82,200
47,48,2010-11-21,1STICB,"9,400","9,450","9,100","9,100","9,221.75","9,532.75",8,2.6282,285
48,49,2010-11-15,1STICB,"9,600","9,600","9,500","9,500","9,532.75","9,328.5",5,0.3336,35
49,50,2010-11-14,1STICB,"9,400","9,400","9,194.75","9,194.75","9,328.5","9,099.75",26,1.9996,215
50,51,2010-11-11,1STICB,"9,150","9,198.75","8,900","8,900","9,099.75","9,070.75",5,0.4094,45
51,52,2010-11-10,1STICB,"9,150","9,150","8,850","8,850","9,070.75","9,016.25",30,3.4793,385
52,53,2010-11-09,1STICB,"8,999.75","9,050","8,999","9,050","9,016.25","9,085.25",4,0.2704,30
53,54,2010-11-08,1STICB,"9,070","9,149.75","9,069.75","9,069.75","9,085.25","9,085.5",8,0.6813,75
54,55,2010-11-07,1STICB,"8,999.5","9,100","8,999.5","9,099.75","9,085.5","8,988.5",4,0.3179,35
55,56,2010-11-04,1STICB,"8,900","9,199","8,900","8,900","8,988.5","8,756",28,2.563,285
56,57,2010-11-03,1STICB,"8,819.75","8,819.75","8,702","8,702","8,756","8,766.25",8,0.788,90
57,58,2010-11-02,1STICB,"8,800","8,876.75","8,700","8,800","8,766.25","8,806.25",24,2.4124,275
58,59,2010-11-01,1STICB,"8,800","8,899.5","8,799.75","8,799.75","8,806.25","8,839.5",11,1.8933,215
59,60,2010-11-01,1STICB,"8,800","8,899.5","8,799.75","8,799.75","8,806.25","8,839.5",11,1.8933,215
60,61,2010-11-30,1STPRIMFMF,29.4,30.4,29.1,30,29.2,29.9,143,4.717,"160,000"
61,62,2010-11-29,1STPRIMFMF,29.8,31.1,29.6,31.1,29.9,30.9,317,12.956,"423,500"
62,63,2010-11-28,1STPRIMFMF,31,32,29,31,30.9,30.2,479,23.3251,"753,000"
63,64,2010-11-25,1STPRIMFMF,31,31,27.5,27.5,30.2,27.4,516,22.2755,"755,500"
64,65,2010-11-24,1STPRIMFMF,27.3,28,26.9,26.9,27.4,26.9,149,4.2399,"154,500"
65,66,2010-11-23,1STPRIMFMF,26.9,27.8,26,26,26.9,27,125,5.585,"204,500"
66,67,2010-11-22,1STPRIMFMF,27.1,28.4,27,28.4,27,27.8,169,5.2178,"191,500"
67,68,2010-11-21,1STPRIMFMF,27.8,28.4,27.3,27.6,27.8,28,96,3.9839,"144,000"
68,69,2010-11-15,1STPRIMFMF,28.1,28.5,27.5,28.4,28,27.1,157,6.3892,"228,000"
69,70,2010-11-14,1STPRIMFMF,27,29,27,29,27.1,27,88,2.8624,"105,500"
70,71,2010-11-11,1STPRIMFMF,27.3,27.8,26.8,26.8,27,27.2,95,2.4153,"89,500"
71,72,2010-11-10,1STPRIMFMF,27,28.7,26.9,28.7,27.2,28.5,177,6.3317,"230,500"
72,73,2010-11-09,1STPRIMFMF,28.6,29,28.2,28.2,28.5,28.5,53,1.7256,"60,000"
73,74,2010-11-08,1STPRIMFMF,28.4,29.8,28.2,28.3,28.5,29.1,32,1.1138,"39,000"
74,75,2010-11-07,1STPRIMFMF,29,30.9,29,30.8,29.1,29.9,157,10.7908,"361,500"
75,76,2010-11-04,1STPRIMFMF,30,32.9,29.3,31,29.9,28.2,432,21.6965,"718,500"
76,77,2010-11-03,1STPRIMFMF,28.6,28.6,28,28,28.2,27.8,154,6.0956,"216,500"
77,78,2010-11-02,1STPRIMFMF,28,28.5,27.6,27.6,27.8,28,104,3.0862,"110,000"
78,79,2010-11-01,1STPRIMFMF,28.1,29,27.8,27.8,28,28.1,111,2.9833,"106,000"
79,80,2010-11-01,1STPRIMFMF,28.1,29,27.8,27.8,28,28.1,111,2.9833,"106,000"
80,81,2010-11-30,2NDICB,"3,280","3,380","3,280","3,349.75","3,323.25","3,241.5",26,0.6837,205
81,82,2010-11-29,2NDICB,"3,300","3,399","3,191","3,200","3,241.5","3,429",35,1.8192,565
82,83,2010-11-28,2NDICB,"3,310","3,548","3,310","3,548","3,429","3,303",2,0.0342,10
83,84,2010-11-25,2NDICB,"3,310","3,310","3,020","3,099.75","3,303","3,014.75",131,4.0691,"1,245"
84,85,2010-11-24,2NDICB,"3,000","3,044.75","3,000","3,044.75","3,014.75","2,962",2,0.4522,150
85,86,2010-11-23,2NDICB,"2,965","2,965","2,955","2,955","2,962","2,980.75",5,0.5924,200
86,87,2010-11-22,2NDICB,"2,990","2,990","2,950","2,950","2,980.75","2,924.75",14,0.8644,290
87,88,2010-11-21,2NDICB,"2,950","2,950","2,899.75","2,900","2,924.75","2,860.25",7,0.1754,60
88,89,2010-11-15,2NDICB,"2,856","2,980","2,850","2,850","2,860.25","2,982.5",4,0.1859,65
89,90,2010-11-14,2NDICB,"2,996","3,000","2,894.25","2,894.25","2,982.5","2,894",16,1.536,515
90,91,2010-11-11,2NDICB,"2,894.25","2,894.25","2,893.75","2,893.75","2,894","2,820",4,0.1881,65
91,92,2010-11-10,2NDICB,"2,830","2,830","2,814","2,814","2,820","2,849.75",3,0.0846,30
92,93,2010-11-09,2NDICB,"2,850","2,850","2,849.75","2,850","2,849.75","2,867.25",5,0.1139,40
93,94,2010-11-08,2NDICB,"2,851","2,899","2,851","2,871","2,867.25","2,886",9,1.1756,410
94,95,2010-11-07,2NDICB,"2,890","2,935","2,880","2,899","2,886","2,929.25",6,0.3896,135
95,96,2010-11-04,2NDICB,"2,900","3,000","2,900","2,950","2,929.25","2,904",8,0.4101,140
96,97,2010-11-03,2NDICB,"2,920","2,920","2,899","2,899.75","2,904","2,898.75",6,0.2758,95
97,98,2010-11-02,2NDICB,"2,900","2,900","2,898","2,898","2,898.75","2,902.5",13,0.4927,170
98,99,2010-11-01,2NDICB,"2,900","2,925","2,880","2,880","2,902.5","2,799",16,0.5514,190
99,100,2010-11-01,2NDICB,"2,900","2,925","2,880","2,880","2,902.5","2,799",16,0.5514,190
100,101,2010-11-30,3RDICB,"2,211","2,250","2,210","2,250","2,231.5","2,282",27,0.6373,285
101,102,2010-11-29,3RDICB,"2,297","2,300","2,210","2,299","2,282","2,315.25",20,0.7074,310
102,103,2010-11-28,3RDICB,"2,310","2,450","2,299","2,450","2,315.25","2,318.25",13,0.8219,355
103,104,2010-11-25,3RDICB,"2,329","2,331","2,100","2,149.75","2,318.25","2,119.25",87,3.3993,"1,500"
104,105,2010-11-24,3RDICB,"2,120","2,149","2,100","2,149","2,119.25","2,070",7,0.7947,375
105,106,2010-11-23,3RDICB,"2,070","2,071","2,070","2,071","2,070","2,090.25",2,0.207,100
106,107,2010-11-22,3RDICB,"2,100","2,100","2,022","2,050","2,090.25","2,076.75",6,0.2195,105
107,108,2010-11-21,3RDICB,"2,060","2,100","2,055","2,089.75","2,076.75","2,100",6,0.8722,420
108,109,2010-11-15,3RDICB,"2,100","2,100","2,100","2,100","2,100","2,122.25",2,0.0525,25
109,110,2010-11-14,3RDICB,"2,090","2,145","2,021","2,021","2,122.25","2,015.75",24,0.744,355
110,111,2010-11-11,3RDICB,"2,015","2,020","2,015","2,016","2,015.75","2,028",6,0.2419,120
111,112,2010-11-10,3RDICB,"2,028","2,028","2,028","2,028","2,028","2,032",1,0.2028,100
112,113,2010-11-09,3RDICB,"2,032","2,032","2,032","2,032","2,032","2,024.5",3,0.0812,40
113,114,2010-11-08,3RDICB,"2,004","2,099.75","2,001","2,001","2,024.5","2,009",15,0.4454,220
114,115,2010-11-07,3RDICB,"2,010","2,011","2,002.25","2,002.25","2,009","2,124",4,0.0703,35
115,116,2010-11-04,3RDICB,"2,100","2,150","2,031","2,150","2,124","2,027",6,0.1593,75
116,117,2010-11-03,3RDICB,"2,027","2,027","2,027","2,027","2,027","2,017.5",1,0.0608,30
117,118,2010-11-02,3RDICB,"2,011","2,150","2,000","2,150","2,017.5","2,001",31,1.2024,585
118,119,2010-11-01,3RDICB,"2,001","2,001","2,001","2,001","2,001","1,870.25",2,0.1,50
119,120,2010-11-01,3RDICB,"2,001","2,001","2,001","2,001","2,001","1,870.25",2,0.1,50
120,121,2010-11-30,4THICB,"2,300","2,300","2,300","2,300","2,300","2,340",2,0.46,200
121,122,2010-11-29,4THICB,"2,340","2,340","2,340","2,340","2,340","2,482.5",1,0.0468,20
122,123,2010-11-28,4THICB,"2,410","2,600","2,410","2,600","2,482.5","2,498.75",5,0.1986,80
123,124,2010-11-25,4THICB,"2,549","2,590","2,400","2,476.5","2,498.75","2,424.5",21,1.399,560
124,125,2010-11-24,4THICB,"2,450","2,479","2,400","2,413.25","2,424.5","2,330",45,2.95,"1,220"
125,126,2010-11-23,4THICB,"2,330","2,330","2,330","2,330","2,330","2,391.5",2,0.0932,40
126,127,2010-11-22,4THICB,"2,424","2,424","2,281","2,281","2,391.5","2,342.5",9,0.5739,240
127,128,2010-11-21,4THICB,"2,350","2,350","2,301","2,301","2,342.5","2,304.5",16,1.5695,670
128,129,2010-11-15,4THICB,"2,300","2,380","2,241","2,350","2,304.5","2,270",10,0.8296,360
129,130,2010-11-14,4THICB,"2,270","2,270","2,270","2,270","2,270","2,320.5",1,0.0908,40
130,131,2010-11-11,4THICB,"2,320","2,325","2,320","2,320","2,320.5","2,394.75",6,0.232,100
131,132,2010-11-10,4THICB,"2,394.75","2,394.75","2,394.75","2,394.75","2,394.75","2,308",1,0.0478,20
